0,false
1,true
2,false
3,false
4,false
5,false
6,true
7,false
8,false
9,false
10,false
11,false
12,true
13,false
14,true
15,false
16,false
17,false
18,false
19,false
20,false
21,false
22,false
23,false
24,true
25,true
26,true
27,false
28,false
29,true
30,true
31,true
32,true
33,true
34,true
35,true
36,false
37,true
38,false
39,false
40,true
41,true
42,false
43,false
44,true
45,false
46,false
47,false
48,true
49,true
50,true
51,true
52,false
53,false
54,false
55,true
56,false
57,true
58,true
59,false
60,false
61,true
62,false
63,false
64,true
65,false
66,false
67,false
68,false
69,false
70,false
71,false
72,true
73,false
74,false
75,true
76,true
77,false
78,false
79,false
80,false
81,false
82,true
83,true
84,false
85,false
86,true
87,false
88,false
89,false
90,false
91,false
92,true
93,true
94,false
95,false
96,true
97,false
98,false
99,true
