0,false
1,false
2,false
3,false
4,false
5,false
6,false
7,false
8,false
9,false
10,false
11,false
12,false
13,false
14,false
15,false
16,true
17,false
18,true
19,false
20,false
21,true
22,false
23,false
24,false
25,false
26,false
27,false
28,false
29,false
30,true
31,true
32,true
33,false
34,false
35,false
36,false
37,true
38,false
39,false
40,false
41,true
42,false
43,false
44,true
45,true
46,true
47,false
48,false
49,false
50,false
51,false
52,false
53,false
54,true
55,true
56,false
57,false
58,true
59,false
60,true
61,false
62,true
63,false
64,false
65,false
66,false
67,true
68,false
69,false
70,false
71,false
72,false
73,true
74,false
75,true
76,false
77,true
78,false
79,false
80,true
81,false
82,false
83,false
84,true
85,false
86,false
87,false
88,false
89,false
90,true
91,false
92,false
93,false
94,false
95,false
96,false
97,true
98,false
99,false
