286489039, 0
430516728, 30
480009054, 44
502685420, 53
520505327, 54
534367978, 57
538398832, 57
541668784, 57
550677063, 57
554883360, 57
561322399, 57
567671126, 57
570902946, 57
573740917, 57
586186297, 57
589087545, 57
591736081, 57
598319360, 57
601198617, 57
603500810, 57
623796818, 57
630067375, 57
633070706, 57
635743732, 57
637895221, 57
640071866, 57
642189726, 57
644342201, 57
654241227, 57
657379787, 57
660398806, 57
663747135, 57
666259039, 57
672486927, 62
681939424, 62
684802836, 62
687465217, 62
707099054, 66
716077946, 66
718828044, 66
722714541, 66
725358621, 66
727746506, 66
730391965, 66
732569292, 66
735441707, 66
739284651, 66
744736299, 66
748159316, 66
749624167, 66
765154909, 74
767759036, 74
769648524, 74
784583866, 77
788152864, 77
792268583, 77
795105332, 77
796995799, 77
798465307, 77
806806953, 77
810242621, 77
816904196, 77
819072441, 77
821000044, 77
824648510, 77
827092692, 77
831319467, 77
833696936, 77
835230265, 77
836442413, 77
837406737, 77
838662105, 77
839876864, 77
840829190, 77
844135259, 77
851140088, 77
852436748, 77
853981916, 77
855776350, 77
857292248, 77
859998107, 77
866813494, 77
868513944, 77
869838183, 77
871165414, 77
873032485, 77
876244184, 77
882540972, 77
884621398, 77
886284221, 77
887998225, 77
889121231, 77
890135235, 77
891292934, 77
892637536, 77
893700449, 77
895286700, 77
896438072, 77
897500647, 77
898577465, 77
902607118, 79
904538880, 79
905695232, 79
906902261, 79
908460758, 79
910326838, 79
912517998, 79
915185640, 79
917499266, 79
919233881, 79
921255940, 79
922533279, 79
923728436, 79
927103115, 79
931516919, 79
933763535, 79
936055818, 79
937808327, 79
939083932, 79
940233536, 79
941886651, 79
944442371, 79
946354926, 79
948084885, 79
950133773, 79
954409514, 79
955635380, 79
956775673, 79
958049652, 79
959671037, 79
961503840, 79
963357339, 79
965050816, 79
968859157, 79
970714272, 79
972623546, 79
973874210, 79
975846476, 79
978334452, 79
981599564, 79
986343711, 79
988214816, 79
990111983, 79
999901608, 79
1001761730, 79
1003221103, 79
1004970203, 79
1052070474, 83
1054106879, 83
1068469876, 83
1086998395, 90
1155462856, 90
1186541537, 90
1212093015, 90
1238899068, 90
1255875426, 90
1273694204, 90
1294924975, 90
1307485632, 90
1320112758, 90
1331359774, 90
1346369816, 90
1362351890, 90
1376007879, 90
1386373815, 90
1399309357, 90
1409941359, 90
1423489309, 90
1437865532, 90
1449324787, 90
1461405331, 90
1476023480, 90
1489796781, 90
1507979747, 90
1521642420, 90
1533990148, 90
1547382259, 90
1562862605, 90
1576821024, 90
1590048180, 90
1602656655, 90
1615749108, 90
1629810916, 90
1644581826, 90
1659751122, 91
1677711517, 91
1695076333, 91
1707664534, 91
1729445128, 91
1743232041, 91
1763595346, 97
1785088958, 97
1800824248, 97
1816919428, 98
1836089122, 98
1854679273, 98
1870645501, 98
1884582404, 98
1896457977, 98
1909643524, 98
1928262735, 100
1945705935, 100
1959918019, 100
1985915316, 100
1996471422, 100
2008840269, 100
2022279664, 100
2034803108, 100
2044797091, 100
2060009793, 101
2073468372, 101
2089676541, 101
2106497856, 101
2122179642, 101
2137132712, 101
2152033502, 101
2165846639, 101
2179849126, 101
2193803760, 101
2217927043, 101
2235420360, 101
2256209776, 101
2273226560, 101
2300679514, 101
2321893194, 101
2341932513, 101
2357459647, 101
2387131910, 101
2405508683, 101
2423333386, 101
2439347200, 101
2450568257, 101
2465069543, 101
2481529944, 101
2503192525, 101
2517608700, 101
2533442930, 101
2555003165, 101
2568976470, 101
2581464431, 101
2591415556, 101
2604460647, 101
2615596929, 101
2628917061, 101
2641918331, 101
2652682305, 101
2666660849, 101
2680936513, 101
2691699429, 101
2706021061, 101
2719125906, 101
2729224557, 101
2740735094, 101
2755212037, 101
2769460328, 101
2779241723, 101
2796806144, 101
2809213458, 101
2820966175, 101
2839529177, 101
2870337858, 101
2886097240, 101
2901669237, 101
2916944943, 101
2939387100, 101
2956894745, 101
2971042718, 101
2986647937, 101
3002212558, 101
3017108101, 101
3031848651, 101
3046278424, 101
3061258012, 101
3074969295, 101
3089244443, 101
3124228782, 101
3147472398, 101
3167000943, 101
3191339994, 101
3208432194, 101
3226670980, 101
3244711887, 101
3264254512, 101
3282356134, 101
3296225983, 101
3310083130, 101
3328149643, 101
3341102396, 101
3352051041, 101
3364375453, 101
3374362719, 101
3386657257, 101
3408217980, 101
3425426323, 101
3439998081, 101
3451911093, 101
3467453851, 101
3482039087, 101
3495109547, 101
3510904715, 101
3521276276, 101
3535653696, 101
3549923636, 101
3559979962, 101
3571337945, 101
3580010082, 101
3592367897, 101
3605141021, 101
3613716302, 101
3623280612, 101
3636185872, 101
3650091147, 101
3662751738, 101
3673636335, 101
3684043517, 101
3696799550, 101
3714283566, 101
3727258757, 101
3740624690, 101
3752772311, 101
3766863270, 101
3780408266, 101
3795898207, 103
3812887617, 103
3822126754, 103
3835748042, 103
3853578556, 103
3864437883, 103
3876731364, 103
3889791607, 103
3911325887, 103
3926802410, 103
3952259645, 103
3969444390, 103
3988555671, 103
4012117820, 103
4035463910, 103
4051116777, 103
4074752289, 103
4087296650, 103
4110159748, 103
4135707814, 104
4149755334, 104
4170503776, 104
4183054604, 104
4195189808, 104
4207972755, 104
4221490816, 104
4232095459, 104
4245351820, 104
4272095656, 104
4285773317, 104
4300011309, 104
4314878369, 104
4324094057, 104
4334501559, 104
4345470611, 104
4356551148, 104
4368235116, 104
4377558307, 104
4386490943, 104
4398509035, 104
4417324061, 104
4427398794, 104
4436746604, 104
4445223883, 104
4455216332, 104
4464281176, 104
4472763414, 104
4484820575, 104
4495078519, 104
4506564315, 104
4518311005, 104
4531672961, 104
4545038314, 104
4558698728, 104
4570835867, 104
4579794033, 104
4590411328, 104
4603111098, 104
4616892102, 104
4633026475, 104
4653720930, 104
4672942376, 104
4694259223, 104
4719541971, 104
4757556603, 104
4775595545, 104
4804482524, 104
4819856920, 104
4836354068, 104
4854706186, 104
4871154348, 104
4886838697, 104
4901333611, 104
4917315893, 104
4942123438, 104
4955927112, 104
4966566061, 104
4976368415, 104
4985364550, 104
5006364849, 104
5020941589, 104
5037182395, 104
5053807933, 104
5065195572, 104
5074272795, 104
5083524248, 104
5093282455, 104
5106850236, 104
5121029236, 104
5130384022, 104
5139697223, 104
5148798052, 104
5169106202, 104
5181851141, 104
5190008965, 104
5202697410, 104
5210836076, 104
5220079189, 104
5227902937, 104
5236259535, 104
5244879807, 104
5252822705, 104
5260999003, 104
5268788916, 104
5276664026, 104
5284730447, 104
5292769838, 104
5300771729, 104
5309282439, 104
5317237427, 104
5327970247, 104
5341071398, 104
5353555374, 104
5361575878, 104
5369073140, 104
5376863980, 104
5384390085, 104
5392109879, 104
5400390339, 104
5407949188, 104
5415401664, 104
5422874239, 104
5430456359, 104
5437991995, 104
5456116692, 104
5464247424, 104
5472054065, 104
5482718950, 104
5501778741, 104
5509538295, 104
5517243544, 104
5525120344, 104
5533403870, 104
5541645758, 104
5549708454, 104
5558107175, 104
5566317287, 104
5574506061, 104
5582662078, 104
5592546849, 104
5601498053, 104
5609818343, 104
5617974418, 104
5627807186, 104
5636173378, 104
5644370881, 104
5652507662, 104
5661300968, 104
5669758766, 104
5678103739, 104
5686385852, 104
5700078545, 104
5711722304, 104
5725094330, 104
5741483320, 104
5750048576, 104
5758502073, 104
5767726556, 104
5785404349, 104
5794286186, 104
5803380563, 104
5812006772, 104
5820718402, 104
5828948580, 104
5837557287, 104
5847487179, 104
5856202927, 104
5864748587, 104
5878784162, 104
5889350976, 104
