0,false
1,false
2,true
3,true
4,false
5,true
6,false
7,false
8,false
9,false
10,false
11,false
12,false
13,true
14,false
15,true
16,true
17,false
18,false
19,false
20,false
21,false
22,true
23,false
24,true
25,false
26,false
27,false
28,false
29,false
30,true
31,false
32,true
33,true
34,false
35,false
36,false
37,true
38,true
39,true
40,false
41,false
42,true
43,false
44,true
45,true
46,true
47,false
48,false
49,true
50,false
51,false
52,false
53,false
54,false
55,true
56,false
57,false
58,false
59,false
60,false
61,false
62,true
63,true
64,true
65,false
66,false
67,false
68,false
69,false
70,true
71,false
72,true
73,false
74,false
75,true
76,true
77,false
78,false
79,true
80,false
81,false
82,true
83,true
84,false
85,false
86,false
87,true
88,false
89,false
90,false
91,false
92,false
93,false
94,true
95,false
96,false
97,false
98,false
99,false
